0.0,4.0,g,1,m,0
4.0,9.0,g,5,M,1
9.0,10.0,g,5,D7,1
10.0,12.0,g,1,m,0
12.0,14.0,g,1,m,2
14.0,16.0,g,5,M,0
16.0,18.0,g,1,m,1
18.0,20.0,g,1,m,0
20.0,25.0,g,5,M,0
25.0,26.0,g,5,D7,0
26.0,28.0,g,1,m,0
28.0,30.0,g,1,m,2
30.0,32.0,g,5,M,0
32.0,34.0,g,1,m,1
34.0,36.0,g,1,m,0
36.0,40.0,g,5,M,0
40.0,44.0,g,1,m,0
44.0,46.0,F,6,m,0
46.0,52.0,F,1,M,0
52.0,54.0,F,2,m,0
54.0,56.0,F,5/2,M,0
56.0,62.0,F,1,M,0
62.0,64.0,F,2,m,0
64.0,72.0,F,5/2,M,0
72.0,77.0,g,1,M,0
77.0,78.0,g,5/4,M,0
78.0,80.0,g,4,M,0
80.0,84.0,g,5/3,M,0
84.0,86.0,g,3,M,0
86.0,87.0,g,4,m,0
87.0,88.0,g,1,m,0
88.0,94.0,g,5,M,0
94.0,98.0,g,-7,M,0
98.0,100.0,g,4,M,1
100.0,104.0,g,5,M,0
104.0,107.0,g,-7,M,0
107.0,108.0,g,2,m,1
108.0,110.0,g,5,M,0
110.0,114.0,g,1,m,0
114.0,117.0,g,3,M,0
117.0,118.0,g,1,m,1
118.0,119.0,g,2,m7,0
119.0,120.0,g,7,d,1
120.0,122.0,g,1,M,0
122.0,124.0,g,-7,M,0
124.0,127.0,g,3,M,0
127.0,128.0,g,5,m,1
128.0,130.0,C,5,M,0
130.0,132.0,C,1,M,0
132.0,136.0,F,1,M,0
136.0,138.0,F,5,M,0
138.0,142.0,F,1,M,0
142.0,148.0,F,5,M,0
148.0,150.0,F,1,M,0
150.0,151.0,F,6,m,0
151.0,152.0,F,4,M,0
152.0,154.0,F,5,M,0
154.0,159.0,F,1,M,0
159.0,160.0,F,1,M,1
160.0,162.0,F,3,m,0
162.0,164.0,F,1,M,1
164.0,167.0,F,4,M,0
167.0,168.0,F,1,M,1
168.0,170.0,F,3,m,0
170.0,172.0,F,1,M,1
172.0,175.0,F,4,M,0
175.0,181.0,F,1,M,0
181.0,182.0,F,5/5,M,0
182.0,184.0,F,5,M,0
184.0,191.0,C,1,M,0
191.0,192.0,C,5/5,M,0
192.0,196.0,C,5,M,0
196.0,198.0,g,1,m,0
198.0,200.0,g,4,m,1
200.0,204.0,g,5,M,0
204.0,206.0,d,1,m,0
206.0,208.0,d,4,m,1
208.0,212.0,d,5,M,0
212.0,214.0,a,1,m,0
214.0,216.0,a,4,m,1
216.0,220.0,a,5,M,0
220.0,224.0,a,1,M,0
224.0,226.0,F,6,m,0
226.0,232.0,F,5,M,0
232.0,233.0,F,1,M,0
233.0,234.0,F,4,M,0
234.0,236.0,F,5,M,0
236.0,243.0,F,1,M,0
243.0,245.0,d,1,m,0
245.0,248.0,d,4,m,1
248.0,250.0,d,5,M,0
250.0,254.0,d,1,m,0
254.0,256.0,d,1,m,1
256.0,258.0,d,1,m,0
258.0,260.0,d,5,m,0
260.0,262.0,d,1,m,1
262.0,264.0,d,5,M,1
264.0,268.0,d,1,m,0
268.0,270.0,d,5,M,0
270.0,273.0,d,1,m,0
273.0,274.0,B-,5/6,M,0
274.0,276.0,B-,6,m,0
276.0,280.0,B-,5,M,0
280.0,282.0,B-,1,M,1
282.0,285.0,B-,1,M,0
285.0,286.0,B-,4,M,0
286.0,288.0,B-,5,M,0
288.0,296.0,B-,1,M,0
296.0,299.0,B-,4,M,0
299.0,300.0,g,4,m,1
300.0,302.0,g,5,M,0
302.0,306.0,g,1,m,0
306.0,308.0,g,1,m,1
308.0,310.0,g,1,m,0
310.0,312.0,g,5,m,0
312.0,314.0,g,1,m,1
314.0,316.0,g,5,M,1
316.0,320.0,g,1,m,0
320.0,324.0,g,5,M,0
324.0,328.0,g,1,M,0
