0.0,2.0,g,1,m,0
2.0,2.5,g,6,M,1
2.5,4.0,g,5,M,1
4.0,4.5,g,5,D7,0
4.5,6.0,g,1,m,0
6.0,6.5,g,4,m,0
6.5,8.0,g,5,M,0
8.0,8.5,g,1,m,2
8.5,10.0,g,5,M,0
10.0,10.5,g,6,M,0
10.5,12.0,g,2,m7,1
12.0,12.5,g,5,D7,0
12.5,16.0,g,1,m,0
16.0,16.5,g,6,M,0
16.5,18.0,g,5,M,1
18.0,18.5,g,5,D7,0
18.5,20.0,g,1,m,0
20.0,20.5,g,4,m,0
20.5,22.5,g,3,M,1
22.5,23.5,g,2,d,0
23.5,24.5,g,3,M,0
24.5,26.5,g,4,m7,1
26.5,27.5,g,3,M,2
27.5,31.5,g,-7,M,0
31.5,32.5,g,5/3,D7,0
32.5,36.0,g,3,M,2
36.0,36.5,g,5/3,D7,0
36.5,38.5,g,3,M,2
38.5,40.5,g,-7,M,0
40.5,42.5,g,3,M,2
42.5,44.0,g,-7,M,0
44.0,44.5,g,5/-7,D7,0
44.5,48.5,g,-7,M,0
48.5,50.5,g,5/5,M,0
50.5,52.5,g,5/3,M,0
52.5,56.5,B-,1,M,0
56.5,58.5,B-,4,M,2
58.5,60.5,B-,1,M,0
60.5,62.5,B-,4,M,2
62.5,64.5,B-,1,M,0
64.5,66.5,B-,4,M,2
66.5,68.5,B-,1,M,0
68.5,70.5,B-,5/4,D7,0
70.5,72.5,B-,4,M,0
72.5,74.5,B-,5/2,D7,1
74.5,76.0,B-,2,m,0
76.0,76.5,B-,5,D7,1
76.5,78.5,B-,1,M,0
78.5,80.5,B-,2,m,1
80.5,82.5,B-,5,M,0
82.5,84.5,B-,5,D7,3
84.5,86.5,B-,1,M,1
86.5,88.5,B-,5,D7,1
88.5,90.5,B-,1,M,0
90.5,92.5,B-,5,D7,0
92.5,94.5,B-,1,M,0
94.5,96.5,B-,5,D7,0
96.5,98.5,B-,1,M,0
98.5,102.5,B-,5/4,D7,0
102.5,104.5,B-,7/2,d7,1
104.5,105.5,B-,2,m,1
105.5,106.5,B-,5/2,D7,2
106.5,108.5,B-,2,m,0
108.5,109.5,B-,5,M,1
109.5,110.5,B-,5,D7,0
110.5,111.5,B-,6,m,0
111.5,112.5,B-,5/4,D7,1
112.5,114.5,B-,4,M,0
114.5,116.5,B-,1,M,2
116.5,118.5,B-,5,D7,0
118.5,119.5,B-,6,m,0
119.5,120.5,B-,7/5,d,1
120.5,122.0,B-,5,M,0
122.0,122.5,B-,5/5,D7,0
122.5,124.0,B-,5,M,0
124.0,124.5,B-,5/5,D7,0
124.5,126.0,B-,5,M,0
126.0,126.5,B-,5/5,D7,0
126.5,128.5,B-,5,M,0
128.5,132.5,B-,1,M,1
132.5,138.5,B-,5,M,0
138.5,140.5,B-,5/4,a,1
140.5,142.5,B-,4,M,0
142.5,143.5,B-,2,m,0
143.5,144.5,B-,5,M,0
144.5,145.5,B-,2,m,0
145.5,146.5,B-,2,m,1
146.5,147.5,B-,6,m,0
147.5,148.5,B-,2,m,0
148.5,149.5,B-,2,m,1
149.5,150.5,B-,6,m,0
150.5,152.5,B-,2,m,1
152.5,154.5,B-,5,M,0
154.5,156.5,B-,4,M,0
156.5,157.5,B-,5/4,M,1
157.5,158.5,B-,5/4,D7,1
158.5,160.5,B-,4,M,0
160.5,162.5,B-,7/2,d,0
162.5,164.5,B-,2,m,1
164.5,167.5,B-,1,M,2
167.5,168.5,B-,5,D7,0
168.5,170.5,B-,6,m,0
170.5,172.5,B-,5,M,0
172.5,173.5,B-,1,M,0
173.5,174.5,B-,5/4,D7,0
174.5,176.5,B-,4,M,0
