0,18.0,E-,1,M,0
18.0,19.5,E-,5,D7,3
19.5,21.0,E-,1,M,0
21.0,22.5,E-,5,D7,3
22.5,24.0,E-,1,M,0
24.0,25.5,E-,5,M,0
25.5,27.0,E-,1,M,0
27.0,28.5,E-,5,M,0
28.5,30.0,E-,1,M,0
30.0,31.5,E-,5,M,0
31.5,33.0,E-,1,M,0
33.0,34.5,E-,5,M,0
34.5,36.0,E-,5/4,M,0
36.0,42.0,D-,5,D7,0
42.0,48.0,D-,1,M,0
48.0,51.0,E-,2,D7,2
51.0,54.0,E-,+4,Gr+6,1
54.0,61.5,E-,1,M,2
61.5,63.0,E-,7/2,d7,2
63.0,64.5,E-,2,m,1
64.5,66.0,E-,4,M7,0
66.0,69.0,E-,5,D7,0
69.0,70.5,E-,1,M,0
70.5,72.0,E-,1,M,2
72.0,73.5,E-,1,M,0
73.5,78.0,E-,1,M,2
78.0,86.5,E-,1,m,0
86.5,87.0,D-,7,m7,0
87.0,91.5,D-,1,M,0
91.5,93.0,G-,+2,Fr+6,2
93.0,94.5,G-,1,M,2
94.5,96.0,G-,5,D7,0
96.0,99.0,G-,1,M,0
99.0,102.0,G-,7/3,d7,3
102.0,105.0,G-,1,M,0
105.0,108.0,G-,7/3,d7,3
108.0,110.5,G-,1,M,0
110.5,114.0,E-,5,D7,0
114.0,117.0,E-,1,M,2
117.0,120.0,E-,5,D7,0
120.0,123.0,E-,1,M,2
123.0,126.0,E-,5,D7,0
126.0,129.0,E-,1,M,2
129.0,132.0,E-,5/5,D7,0
132.0,135.0,E-,5,D7,0
135.0,153.0,E-,1,M,0
153.0,154.5,E-,5,D7,3
154.5,156.0,E-,1,M,0
156.0,157.5,E-,5,D7,3
157.5,159.0,E-,1,M,0
159.0,160.5,E-,5,M,0
160.5,162.0,E-,1,M,0
162.0,163.5,E-,5,M,0
163.5,165.0,E-,1,M,0
165.0,166.5,E-,5,M,0
166.5,168.0,E-,1,M,0
168.0,169.5,E-,5,M,0
169.5,171.0,E-,5/4,M,0
171.0,177.0,D-,5,D7,0
177.0,183.0,D-,1,M,0
183.0,186.0,E-,2,D7,2
186.0,189.0,E-,+4,Gr+6,1
189.0,196.5,E-,1,M,2
196.5,198.0,E-,7/2,d7,2
198.0,199.5,E-,2,m,1
199.5,201.0,E-,4,M7,0
201.0,204.0,E-,5,D7,0
204.0,205.5,E-,1,M,0
205.5,207.0,E-,1,M,2
207.0,208.5,E-,1,M,0
208.5,213.0,E-,1,M,2
213.0,221.5,E-,1,m,0
221.5,222.0,D-,7,m7,0
222.0,226.5,D-,1,M,0
226.5,228.0,G-,+2,Fr+6,2
228.0,229.5,G-,1,M,2
229.5,231.0,G-,5,D7,0
231.0,234.0,G-,1,M,0
234.0,237.0,G-,7/3,d7,3
237.0,240.0,G-,1,M,0
240.0,243.0,G-,7/3,d7,3
243.0,245.5,G-,1,M,0
245.5,249.0,E-,5,D7,0
249.0,252.0,E-,1,M,2
252.0,255.0,E-,5,D7,0
255.0,258.0,E-,1,M,2
258.0,261.0,E-,5,D7,0
261.0,264.0,E-,1,M,2
264.0,267.0,E-,5/5,D7,0
267.0,270.0,E-,5,D7,0
270.0,271.5,E-,1,M,0
271.5,273.0,E-,1,M,2
273.0,274.5,E-,1,M,0
274.5,282.0,E-,1,M,2
