0.0,4.0,a,7,d7,0
4.0,8.0,a,6,M7,0
8.0,12.0,a,-2,M7,1
12.0,13.0,a,5,M,0
13.0,14.0,a,6,M,0
14.0,16.0,a,5,D7,0
16.0,18.0,a,4,m,0
18.0,20.0,a,1,m,0
20.0,21.0,a,7,d7,0
21.0,23.0,a,1,m,0
23.0,24.0,a,5,M,0
24.0,26.0,a,-2,M7,2
26.0,28.0,a,5/5,D7,2
28.0,30.0,F,5,D7,2
30.0,32.0,d,5,M,0
32.0,34.0,a,4,m,0
34.0,36.0,a,1,m,0
36.0,37.0,a,7,d7,0
37.0,39.0,a,1,m,0
39.0,40.0,a,5,M,0
40.0,42.0,a,-2,M7,2
42.0,44.0,a,5/5,D7,2
44.0,45.0,a,1,m,2
45.0,46.0,a,5,D7,0
46.0,48.0,a,1,m,0
48.0,52.0,a,7,d7,0
52.0,56.0,a,6,M7,0
56.0,60.0,a,-2,M7,1
60.0,61.0,a,5,M,0
61.0,62.0,a,5,D7,0
62.0,64.0,a,1,m,0
64.0,66.0,C,1,M,0
66.0,67.0,C,1,M,2
67.0,67.75,C,5,D7,1
67.75,68.0,C,5/2,D7,1
68.0,69.0,C,2,m,0
69.0,70.0,C,2,m7,1
70.0,71.0,C,1,M,2
71.0,72.0,C,5,M,0
72.0,73.0,C,5,a,0
73.0,74.0,e,5,D7,2
74.0,75.0,f,5,D7,3
75.0,76.0,f,3,a,0
76.0,77.0,g,2,m7,1
77.0,77.75,g,3,a,0
77.75,78.0,g,5,D7,2
78.0,79.0,c,2,m7,2
79.0,80.0,c,5,D7,1
80.0,82.0,C,1,M,0
82.0,83.0,C,1,M,2
83.0,83.75,C,5,D7,1
83.75,84.0,C,5/2,D7,1
84.0,85.0,C,2,m,0
85.0,85.75,C,2,m,1
85.75,86.0,C,5/2,D7,3
86.0,87.0,C,2,m,1
87.0,88.0,C,2,m,0
88.0,89.0,E,5,D7,0
89.0,90.0,E,7,d,0
90.0,92.0,E,1,M,1
92.0,93.0,E,6,m,0
93.0,94.0,E,5,D7,1
94.0,96.0,E,1,M,0
96.0,97.0,a,2,d,1
97.0,98.0,a,7,d7,3
98.0,100.0,a,1,m,0
100.0,101.0,a,7,d7,0
101.0,103.0,a,1,m,0
103.0,104.0,a,5,M,0
104.0,106.0,a,-2,M7,2
106.0,108.0,a,5/5,D7,2
108.0,110.0,F,5,D7,2
110.0,112.0,d,5,M,0
112.0,113.0,d,1,m,0
113.0,114.0,a,7,d7,3
114.0,116.0,a,1,m,0
116.0,117.0,a,7,d7,0
117.0,119.0,a,1,m,0
119.0,120.0,a,5,M,0
120.0,122.0,a,-2,M7,2
122.0,124.0,a,5/5,D7,2
124.0,125.0,a,1,m,2
125.0,126.0,a,5,D7,0
126.0,128.0,a,1,m,0
128.0,130.0,a,7,d7,2
130.0,131.0,a,1,m,0
131.0,132.0,a,6,M,2
132.0,134.0,a,7,d7,2
134.0,135.0,a,1,m,0
135.0,136.0,a,6,M,2
136.0,138.0,a,7,d7,2
138.0,140.0,a,1,m,0
140.0,141.75,a,1,m,0
141.75,142.0,a,4,m,1
142.0,144.0,a,5,M,0
144.0,146.0,d,5,D7,1
146.0,148.0,B-,5,D7,0
148.0,151.0,B-,5,D7,0
151.0,152.0,C,5,D7,0
152.0,154.0,C,1,M,1
154.0,156.0,C,6,m,0
156.0,157.0,C,4,M,0
157.0,158.0,a,4,m7,1
158.0,160.0,a,5,M,0
160.0,161.0,a,4,m,0
161.0,162.0,a,7,d7,3
162.0,164.0,a,1,m,0
164.0,165.0,a,7,d7,0
165.0,168.0,a,1,m,0
168.0,170.0,a,-2,M,1
170.0,172.0,a,1,m,1
172.0,173.0,a,4,m7,0
173.0,174.0,a,5,D7,0
174.0,176.0,a,1,M,0
176.0,178.0,a,7,d7,2
178.0,180.0,a,1,M,0
180.0,182.0,a,5,D7,0
182.0,184.0,a,1,M,0
184.0,186.0,a,7,d7,2
186.0,188.0,a,1,M,0
188.0,190.0,a,1,M,0
190.0,191.0,a,6,M,1
191.0,192.0,a,2,m7,1
192.0,196.0,a,5,D7,0
196.0,197.0,a,4,m,0
197.0,204.0,a,1,m,0
