-0.5,0.0,B,1,M,0
0.5,2.5,B,5,D7,0
2.5,4.5,B,1,M,0
4.5,5.5,B,2,m,1
5.5,6.5,B,5/5,M,1
6.5,7.0,B,5,M,0
7.0,8.0,B,5,D7,0
8.0,8.5,B,1,M,0
8.5,10.5,B,5,D7,0
10.5,12.5,B,1,M,0
12.5,13.5,B,2,m,1
13.5,14.5,B,5/5,M,1
14.5,16.5,B,5,M,0
16.5,17.5,B,5/4,D7,0
17.5,18.5,B,4,M,0
18.5,19.5,B,5/5,D7,1
19.5,20.5,B,1,M,2
20.5,21.5,B,5,D7,0
21.5,23.0,B,1,M,0
23.0,23.5,B,7,d7,0
23.5,24.0,B,1,M,0
24.0,25.0,B,7/5,d7,0
25.0,25.5,B,5,D7,0
25.5,26.0,B,5,D7,0
26.0,27.0,B,1,M,0
27.0,27.5,B,1,M,0
27.5,29.5,B,5,D7,0
29.5,31.5,B,1,M,0
31.5,32.5,B,2,m,1
32.5,33.5,B,5/5,M,1
33.5,34.0,B,5,M,0
34.0,35.0,B,5,D7,0
35.0,35.5,B,1,M,0
35.5,37.5,B,5,D7,0
37.5,39.5,B,1,M,0
39.5,40.5,B,2,m,1
40.5,41.5,B,5/5,M,1
41.5,43.5,B,5,M,0
43.5,44.5,B,5/4,D7,0
44.5,45.5,B,4,M,0
45.5,46.5,B,5/5,D7,1
46.5,47.5,B,1,M,2
47.5,48.5,B,5,D7,0
48.5,50.0,B,1,M,0
50.0,50.5,B,7,d7,0
50.5,51.0,B,1,M,0
51.0,52.0,B,7/5,d7,0
52.0,52.5,B,5,D7,0
52.5,53.0,B,5,D7,0
53.0,54.0,B,1,M,0
54.0,54.5,B,1,M,0
54.5,56.5,B,5,D7,0
56.5,58.5,B,1,M,0
58.5,59.5,B,2,m,1
59.5,60.5,B,5/5,M,1
60.5,61.0,B,5,M,0
61.0,62.0,B,5,D7,0
62.0,62.5,B,1,M,0
62.5,64.5,B,5,D7,0
64.5,66.5,B,1,M,0
66.5,67.5,B,2,m,1
67.5,68.5,B,5/5,M,1
68.5,70.5,B,5,M,0
70.5,71.5,B,5/4,D7,0
71.5,72.5,B,4,M,0
72.5,73.5,B,5/6,D7,0
73.5,74.0,B,6,m,0
74.0,74.5,B,5,D7,1
74.5,75.0,B,1,M,0
75.0,75.5,B,2,m7,1
75.5,76.25,B,1,M,2
76.25,76.5,B,5,D7,0
76.5,77.5,B,5,D7,0
77.5,78.5,B,1,M,0
