0.0,2.0,a,1,m,0
2.0,4.0,a,4,m,2
4.0,5.0,a,1,m,0
5.0,5.5,a,1,m,2
5.5,6.0,a,5,M,0
6.0,8.0,a,1,m,0
8.0,10.0,a,1,m,0
10.0,11.5,a,1,m,0
11.5,12.0,a,2,d,1
12.0,14.0,a,5,M,0
14.0,15.0,E,1,M,2
15.0,16.0,E,5,D7,0
16.0,18.0,E,1,M,0
18.0,19.0,E,1,M,2
19.0,20.0,E,5,D7,0
20.0,22.0,E,1,M,0
22.0,24.0,a,1,m,0
24.0,25.0,a,1,m,0
25.0,25.5,a,4,m,0
25.5,26.0,a,7/5,d7,0
26.0,28.0,a,5,M,0
28.0,28.75,A,1,M,1
28.75,30.0,A,1,M,2
30.0,31.0,A,5,D7,0
31.0,32.0,A,1,M,0
32.0,32.75,A,1,M,1
32.75,34.0,A,1,M,2
34.0,35.0,A,5,D7,0
35.0,36.0,A,1,M,0
36.0,38.0,A,5,M,0
38.0,38.5,A,1,M,0
38.5,39.0,A,1,M,1
39.0,40.0,A,5,M,0
40.0,41.0,E,1,M,2
41.0,42.0,E,5,D7,0
42.0,44.0,E,1,M,0
44.0,45.0,E,1,M,2
45.0,46.0,E,5,D7,0
46.0,48.0,E,1,M,0
48.0,50.0,A,5,M,0
50.0,50.5,A,1,M,0
50.5,51.0,A,1,M,1
51.0,52.0,A,5,M,0
52.0,52.75,A,1,M,1
52.75,54.0,A,1,M,2
54.0,55.0,A,5,D7,0
55.0,56.0,A,1,M,0
56.0,56.75,A,1,M,1
56.75,58.0,A,1,M,2
58.0,59.0,A,5,D7,0
59.0,60.0,A,1,M,0
60.0,62.0,A,5,M,0
62.0,62.5,a,1,M,0
62.5,63.0,a,1,m,1
63.0,64.0,a,5,M,0
64.0,65.0,C,1,M,0
65.0,66.0,C,5,D7,3
66.0,68.0,C,1,M,0
68.0,69.0,C,1,M,2
69.0,70.0,C,5,D7,0
70.0,72.0,C,1,M,0
72.0,74.0,A,5,M,0
74.0,74.5,A,1,M,0
74.5,75.0,A,1,M,1
75.0,76.0,A,5,M,0
76.0,77.0,A,1,M,1
77.0,78.0,A,1,M,2
78.0,79.0,A,5,D7,0
79.0,80.0,A,1,M,0
80.0,81.0,A,1,M,1
81.0,82.0,A,1,M,2
82.0,83.0,A,5,D7,0
83.0,84.0,A,1,M,0
84.0,86.0,a,1,m,0
86.0,88.0,a,4,m,2
88.0,89.0,a,1,m,0
89.0,89.5,a,1,m,2
89.5,90.0,a,5,M,0
90.0,92.0,a,1,m,0
