0.0,2.0,d,5,D7,0
2.0,3.5,d,1,m,2
3.5,5.0,d,7/5,d7,0
5.0,6.5,d,5,M,0
6.5,8.0,d,5,D7,0
8.0,9.5,d,1,m,2
9.5,11.0,d,7/5,d7,0
11.0,12.5,d,5,M,0
12.5,14.0,d,1,m,0
14.0,15.5,F,2,m7,0
15.5,17.0,F,5,D7,0
17.0,18.5,F,1,M7,0
18.5,20.0,g,3,a,0
20.0,21.5,g,1,m,0
21.5,23.0,F,5,M,0
23.0,24.5,F,1,M,0
24.5,26.0,g,5,D7,0
26.0,27.5,g,1,m,2
27.5,29.0,g,7/5,d7,3
29.0,32.0,g,5,D7,0
32.0,33.5,g,1,m,2
33.5,35.0,g,7/5,d7,3
35.0,36.5,g,5,M,0
36.5,38.0,g,1,m,0
38.0,39.5,B-,2,m7,0
39.5,41.0,B-,5,D7,0
41.0,42.5,B-,1,M7,0
42.5,43.0,c,1,m,1
43.0,44.0,c,5,D7,2
44.0,45.5,c,1,m,0
45.5,47.0,B-,5,M,0
47.0,48.5,B-,1,M,0
48.5,50.0,a,5,M,0
50.0,51.0,a,1,M,0
51.0,51.5,d,2,m,0
51.5,53.0,d,5,D7,0
53.0,54.5,d,1,m,2
54.5,56.0,d,7/5,d7,0
56.0,57.5,d,5,M,0
57.5,59.0,d,5,D7,0
59.0,60.5,d,1,m,2
60.5,62.0,d,7/5,d7,0
62.0,63.5,d,5,M,0
63.5,65.0,d,1,m,0
65.0,66.5,F,2,m7,0
66.5,68.0,F,5,D7,0
68.0,69.5,F,1,M7,0
69.5,71.0,g,3,a,0
71.0,72.5,g,1,m,0
72.5,74.0,F,5,M,0
74.0,75.5,F,1,M,0
75.5,77.0,g,5,D7,0
77.0,78.5,g,1,m,2
78.5,80.0,g,7/5,d7,3
80.0,83.0,g,5,D7,0
83.0,84.5,g,1,m,2
84.5,86.0,g,7/5,d7,3
86.0,87.5,g,5,M,0
87.5,89.0,g,1,m,0
89.0,90.5,B-,2,m7,0
90.5,92.0,B-,5,D7,0
92.0,93.5,B-,1,M7,0
93.5,94.0,c,1,m,1
94.0,95.0,c,5,D7,2
95.0,96.5,c,1,m,0
96.5,98.0,B-,5,M,0
98.0,99.5,B-,1,M,0
99.5,101.0,a,5,M,0
101.0,102.0,a,1,M,0
102.0,102.5,d,2,m,0
102.5,104.0,d,5,D7,0
104.0,105.5,d,1,m,2
105.5,107.0,d,7/5,d7,0
107.0,108.0,d,5,M,0
108.0,110.0,g,7,d7,1
110.0,111.5,g,1,m,2
111.5,113.0,g,5/5,D7,0
113.0,114.0,g,5,M,0
114.0,114.5,g,7/5,d7,0
114.5,115.5,g,5,M,0
115.5,116.0,g,7/5,d7,0
116.0,117.0,g,5,M,0
117.0,117.5,g,7/5,d7,0
117.5,118.5,g,5,M,0
118.5,119.0,g,7/5,d7,0
119.0,126.0,g,5,M,0
