0.0,2.0,G,1,M,0
2.0,4.0,G,5,M,0
4.0,5.75,G,1,M,0
5.75,6.0,G,7/2,d,2
6.0,8.0,G,5,M,0
8.0,12.0,G,1,M,0
12.0,12.5,G,4,M,0
12.5,13.0,G,5/2,D7,0
13.0,14.0,G,2,m,0
14.0,14.5,G,2,m,1
14.5,15.0,G,5/2,D7,0
15.0,16.0,G,2,m,0
16.0,18.0,G,5,D7,0
18.0,18.5,G,1,M,1
18.5,19.0,G,5,D7,0
19.0,20.0,G,1,M,0
20.0,20.5,G,1,M,1
20.5,21.0,G,5,D7,0
21.0,22.0,G,1,M,0
22.0,24.0,e,1,m,0
24.0,25.0,e,2,h7,3
25.0,26.0,e,1,m,0
26.0,27.0,e,2,h7,3
27.0,30.0,e,1,m,0
30.0,31.0,e,7,d7,2
31.0,32.0,e,1,m,0
32.0,33.0,e,7,d7,0
33.0,34.0,e,1,m,0
34.0,36.0,C,1,M,0
36.0,37.0,C,5,M,0
37.0,40.0,C,1,M,0
40.0,41.0,C,5,M,0
41.0,42.0,C,1,M,0
42.0,42.5,C,1,M,1
42.5,43.0,d,4,m,2
43.0,43.5,d,5,D7,1
43.5,44.0,d,5,D7,0
44.0,44.5,d,1,m,0
44.5,45.0,d,5,D7,1
45.0,46.0,d,1,m,0
46.0,46.5,C,2,m,1
46.5,47.0,C,5/5,M,1
47.0,48.0,C,5,M,0
48.0,49.0,C,5,D7,0
49.0,50.0,C,1,M,0
50.0,50.5,C,1,M,1
50.5,51.0,d,4,m,1
51.0,52.0,d,5,D7,0
52.0,52.5,d,1,m,0
52.5,53.0,d,5,D7,1
53.0,54.0,d,1,m,0
54.0,54.5,C,2,m,1
54.5,55.0,C,5/5,M,1
55.0,56.0,C,5,M,0
56.0,57.0,C,5,D7,0
57.0,58.0,C,1,M,0
58.0,59.0,C,5,D7,0
59.0,60.0,C,1,M,1
60.0,61.0,C,5,D7,0
61.0,62.0,C,1,M,0
62.0,63.0,C,6,m,0
63.0,64.0,C,5/6,M,0
64.0,65.5,C,3,m,0
65.5,66.0,C,7/2,d7,2
66.0,68.0,C,5,m,2
68.0,70.0,C,4,M,0
70.0,73.5,C,1,M,0
73.5,74.0,e,4,m,2
74.0,75.0,e,1,m,2
75.0,78.0,e,5,M,0
78.0,78.5,e,1,m,0
78.5,79.0,e,5/+6,D7,0
79.0,80.5,e,+6,m,0
80.5,81.0,e,5/+6,D7,1
81.0,82.0,e,+6,m,0
82.0,82.5,e,5,M,2
82.5,84.0,e,5/5,M,0
84.0,85.0,e,5,+7,1
85.0,86.0,e,1,M,0
86.0,87.0,e,5,+7,1
87.0,88.0,e,1,M,0
88.0,88.5,e,+6,m,1
88.5,89.0,e,5/+6,M,1
89.0,90.0,e,+6,m,0
90.0,91.0,B,1,M,2
91.0,92.0,B,5,M,0
92.0,96.0,B,1,M,0
96.0,98.0,G,5,D7,2
98.0,100.0,G,5,D7,0
100.0,102.0,G,1,M,0
102.0,102.5,G,4,M,0
102.5,103.0,G,5/2,D7,0
103.0,104.0,G,2,m,0
104.0,104.5,G,2,m,1
104.5,105.0,G,5/2,D7,0
105.0,106.0,G,2,m,0
106.0,108.0,G,5,D7,0
108.0,108.5,G,1,M,1
108.5,109.0,G,5,D7,0
109.0,110.0,G,1,M,0
110.0,110.5,G,1,M,1
110.5,111.0,G,5,D7,0
111.0,112.0,G,1,M,0
112.0,114.0,e,1,m,0
114.0,115.0,e,2,h7,3
115.0,116.0,e,1,m,0
116.0,117.0,e,2,h7,3
117.0,120.0,e,1,m,0
120.0,121.0,e,7,d7,2
121.0,122.0,e,1,m,0
122.0,123.0,e,7,d7,0
123.0,124.0,e,1,m,0
124.0,126.0,C,1,M,0
126.0,127.0,C,5,M,0
127.0,128.0,C,1,M,0
128.0,129.0,G,1,M,2
129.0,130.0,G,7/5,h7,1
130.0,131.0,G,1,M,2
131.0,132.0,G,5,D7,0
132.0,134.0,G,1,M,0
134.0,136.0,G,5,M,0
136.0,137.75,G,1,M,0
137.75,138.0,G,7/2,d,2
138.0,140.0,G,5,M,0
140.0,150.0,G,1,M,0
