-1,48,53,0.75,0,0
-0.25,52,55,0.25,0,0
0,29,42,1.5,1,1
0,41,49,1,1,1
0,45,51,1,0,1
0,53,56,2,0,1
1,46,52,0.5,0,1
2,60,60,0.75,0,1
2.75,64,62,0.25,0,1
3,45,51,1,1,2
3,53,56,1.5,1,2
3,60,60,1,0,2
3,65,63,2,0,2
4,46,52,0.5,1,2
4,62,61,0.5,0,2
5,72,67,0.75,0,2
5.75,77,70,0.25,0,2
6,60,60,2,1,3
6,65,63,0.75,1,3
6,81,72,1.75,0,3
6.75,69,65,0.25,1,3
7,72,67,0.75,1,3
7.75,69,65,0.25,1,3
7.75,77,70,0.25,0,3
8,60,60,1,1,3
8,70,66,0.75,1,3
8,79,71,0.75,0,3
8.75,67,64,0.25,1,3
8.75,76,69,0.25,0,3
9,65,63,1,1,4
9,69,65,1,1,4
9,77,70,1,0,4
11,48,53,0.75,0,4
11.75,52,55,0.25,0,4
12,29,42,1.5,1,5
12,41,49,1,1,5
12,45,51,1,0,5
12,53,56,2,0,5
13,46,52,0.5,0,5
14,60,60,0.75,0,5
14.75,64,62,0.25,0,5
15,45,51,1,1,6
15,53,56,1.5,1,6
15,60,60,1,0,6
15,65,63,2,0,6
16,46,52,0.5,1,6
16,62,61,0.5,0,6
17,72,67,0.75,0,6
17.75,77,70,0.25,0,6
18,60,60,2,1,7
18,65,63,0.75,1,7
18,81,72,1.75,0,7
18.75,69,65,0.25,1,7
19,72,67,0.75,1,7
19.75,69,65,0.25,1,7
19.75,77,70,0.25,0,7
20,60,60,1,1,7
20,70,66,0.75,1,7
20,79,71,0.75,0,7
20.75,67,64,0.25,1,7
20.75,76,69,0.25,0,7
21,65,63,1,1,8
21,69,65,1,1,8
21,77,70,1,0,8
23,53,56,0.75,0,8
23.75,57,58,0.25,0,8
24,41,49,1,1,9
24,41,49,3,1,9
24,61,60,1,0,9
25,46,52,1,1,9
25,62,61,1.75,0,9
26,43,50,1,1,9
26,52,55,1,1,9
26.75,59,59,0.25,0,9
27,41,49,1.5,1,10
27,45,51,1.5,1,10
27,60,60,0.75,0,10
27.75,57,58,0.25,0,10
28,45,51,0.5,1,10
28,48,53,0.5,1,10
28,53,56,0.5,0,10
29,65,63,0.75,0,10
29.75,69,65,0.25,0,10
30,53,56,1,1,11
30,53,56,3,1,11
30,73,67,1,0,11
31,58,59,1,1,11
31,74,68,1.75,0,11
32,55,57,1,1,11
32,64,62,1,1,11
32.75,71,66,0.25,0,11
33,53,56,1.5,1,12
33,57,58,1,1,12
33,72,67,0.75,0,12
33.75,69,65,0.25,0,12
34,57,58,0.5,1,12
34,60,60,0.5,1,12
34,65,63,0.5,0,12
35,77,70,0.75,0,12
35.75,81,72,0.25,0,12
36,85,74,1,0,13
37,65,63,1,1,13
37,70,66,1.75,1,13
37,74,68,1.75,0,13
37,86,75,1,0,13
38,67,64,0.75,1,13
38,70,66,0.75,1,13
38,74,68,0.75,0,13
38,86,75,0.75,0,13
38.75,65,63,0.25,1,13
38.75,67,64,0.25,1,13
38.75,74,68,0.25,0,13
38.75,83,73,0.25,0,13
39,64,62,0.75,1,14
39,67,64,0.75,1,14
39,72,67,0.75,0,14
