0.0,17.0,F,1,M,1
17.0,17.5,F,2,m,1
17.5,18.0,F,4,M7,0
18.0,20.0,F,5,M,0
20.0,24.0,F,1,M,0
24.0,25.0,F,6,m,0
25.0,26.0,F,2,m,1
26.0,31.0,F,1,M,0
31.0,31.5,F,5,M,1
31.5,32.0,F,7/5,d,1
32.0,36.0,F,5,M,0
36.0,38.0,F,1,M,0
38.0,43.0,F,1,M,1
43.0,44.0,F,4,M,0
44.0,57.0,F,5,M,0
57.0,58.0,F,2,m7,1
58.0,60.0,F,5,M,2
60.0,62.0,C,5,M,0
62.0,63.0,C,1,M,0
63.0,68.0,F,3,m,0
68.0,70.0,F,1,M,2
70.0,72.0,F,5,M,0
72.0,79.0,F,1,M,0
79.0,80.0,F,2,m,1
80.0,84.0,F,3,m,0
84.0,85.0,F,1,M,1
85.0,86.0,F,5,D7,2
86.0,91.0,F,1,M,0
91.0,92.0,F,4,M,1
92.0,95.0,F,5,M,0
95.0,96.0,F,3,m,0
96.0,99.0,F,4,M,0
99.0,100.0,F,2,m,1
100.0,103.0,F,1,M,0
103.0,104.0,F,2,m7,1
104.0,105.0,F,1,M,0
105.0,106.0,F,6,m,0
106.0,108.0,F,5,M,0
108.0,114.0,F,1,M,0
114.0,115.0,F,4,M,1
115.0,116.0,F,1,M,2
116.0,123.0,F,4,M,0
123.0,124.0,F,5,M,0
124.0,133.0,C,5,M,0
133.0,134.0,C,1,M,1
134.0,135.0,C,2,m7,1
135.0,136.0,C,5,M,0
136.0,137.0,C,4,M,1
137.0,138.0,F,4,M,0
138.0,141.0,F,3,m,0
141.0,142.0,d,4,M,0
142.0,143.0,d,3,M,1
143.0,144.0,d,1,m,2
144.0,146.0,d,5,M,0
146.0,148.0,d,1,m,0
148.0,151.0,d,4,m,0
151.0,152.0,F,5,M,1
152.0,154.0,F,7/5,d,1
154.0,159.0,F,5,M,0
159.0,160.0,F,2,m,1
160.0,160.5,F,2,m,0
160.5,161.0,F,7,d,1
161.0,162.0,F,1,M,1
162.0,163.0,F,4,M,0
163.0,164.0,F,5,M,0
164.0,165.0,F,6,m,0
165.0,166.0,F,2,m,1
166.0,166.5,F,3,m,1
166.5,167.0,F,4,M7,0
167.0,167.5,F,5,M,0
167.5,168.0,F,6,m,0
168.0,171.0,F,5,M,0
171.0,172.0,F,5,D7,0
172.0,183.0,F,1,M,0
183.0,184.0,F,5,M,1
184.0,186.0,F,6,m,0
186.0,187.0,F,4,M,1
187.0,188.0,F,1,M7,2
188.0,191.0,F,4,M,0
191.0,192.0,F,3,m,1
192.0,194.0,F,4,M,0
194.0,197.0,F,2,m,1
197.0,199.0,F,7,M,0
199.0,200.0,F,4,M,1
200.0,202.0,F,5,m,0
202.0,203.0,F,6,m7,3
203.0,204.0,F,4,M,0
204.0,205.0,F,3,m,0
205.0,206.0,F,1,M,1
206.0,207.0,F,1,M,2
207.0,208.0,F,5,D7,0
208.0,211.0,F,1,M,0
211.0,212.0,F,5,M,1
212.0,214.0,F,1,M,1
214.0,215.0,F,4,M,0
215.0,216.0,F,5,M,0
216.0,218.0,F,6,m,0
218.0,219.0,F,4,M,0
219.0,220.0,F,1,M,1
220.0,222.0,F,4,M,0
222.0,223.0,F,2,m,0
