0.0,1.0,g,1,m,0
1.0,2.0,g,5,D7,0
2.0,3.0,g,6,M,0
3.0,4.0,g,2,d,1
4.0,5.0,g,1,m,2
5.0,6.0,g,5,D7,0
6.0,9.0,g,1,m,0
9.0,10.0,g,5,D7,0
10.0,11.0,g,6,M,0
11.0,12.0,g,2,d,1
12.0,13.0,g,1,m,2
13.0,14.0,g,5,M,0
14.0,15.0,g,1,m,0
15.0,16.0,g,1,m,1
16.0,17.0,c,1,m,0
17.0,18.0,c,7,d,1
18.0,19.0,c,1,m,1
19.0,20.0,c,-2,M,1
20.0,21.0,c,1,m,2
21.0,22.0,c,5,D7,0
22.0,23.0,c,1,m,0
23.0,24.0,B-,2,h7,3
24.0,26.0,B-,5,D7,1
26.0,27.0,B-,1,M,0
27.0,28.0,B-,1,M7,3
28.0,30.0,B-,4,M7,1
30.0,31.0,B-,7,h7,0
31.0,32.0,B-,7,h7,3
32.0,33.0,g,5,D7,1
33.0,34.0,g,5,D7,0
34.0,35.0,g,6,M,0
35.0,36.0,g,1,m,2
36.0,37.0,g,4,D7,0
37.0,38.0,g,5,D7,0
38.0,39.0,g,1,m,0
39.0,40.0,g,2,d,1
40.0,41.0,g,1,m,2
41.0,42.0,g,5,D7,0
42.0,43.0,g,6,M,0
43.0,43.75,g,4,m,0
43.75,44.0,g,2,d,1
44.0,45.0,g,1,m,2
45.0,46.0,g,5,M,0
46.0,47.0,g,1,m,1
47.0,48.0,g,-2,D7,1
48.0,48.75,g,1,m,2
48.75,49.0,g,5/4,D7,2
49.0,49.75,g,4,m,1
49.75,50.0,g,+4,It+6,1
50.0,51.0,g,5,M,0
51.0,53.5,g,7/5,d7,2
53.5,54.0,g,5,D7,0
54.0,60.0,g,1,m,0
