0.0,2.0,E-,1,M,0
2.0,2.5,E-,2,h7,3
2.5,3.0,E-,7/5,d7,2
3.0,6.0,E-,5,M,1
6.0,8.0,E-,4,M,1
8.0,9.0,E-,5,D7,1
9.0,10.0,E-,1,M,0
10.0,11.0,E-,5,D7,2
11.0,12.0,E-,5,+7,2
12.0,13.0,E-,1,M,1
13.0,14.0,E-,2,m7,1
14.0,15.0,E-,5,D7,0
15.0,17.0,E-,1,M,0
17.0,17.5,E-,2,h7,3
17.5,18.0,E-,7/5,d7,2
18.0,21.0,E-,5,M,1
21.0,23.0,E-,4,M,1
23.0,24.0,E-,5,D7,1
24.0,27.0,E-,1,M,0
27.0,28.0,E-,5/5,D7,3
28.0,29.0,E-,5,M,1
29.0,30.0,B-,5,D7,1
30.0,33.0,B-,1,M,0
33.0,33.5,B-,5/2,D7,0
33.5,34.0,B-,2,m,1
34.0,35.5,B-,5,D7,0
35.5,38.0,B-,1,M,0
38.0,39.0,E-,5,D7,3
39.0,40.0,E-,1,M,1
40.0,40.5,E-,5,D7,2
40.5,41.0,E-,1,M,0
41.0,41.5,E-,5,M,1
41.5,42.0,E-,5/5,D7,2
42.0,44.0,E-,5,M,0
44.0,45.0,E-,5,D7,3
45.0,46.0,E-,1,M,1
46.0,46.5,E-,5,D7,2
46.5,47.0,E-,1,M,0
47.0,47.5,E-,5,M,1
47.5,48.0,E-,5/5,D7,2
48.0,50.0,E-,5,M,0
50.0,51.0,E-,5,D7,3
51.0,52.5,E-,1,M,1
52.5,53.0,E-,4,M,0
53.0,54.0,E-,5,D7,1
54.0,57.0,E-,1,M,0
57.0,59.0,E-,6,m,1
59.0,59.5,E-,5/3,D7,3
59.5,60.0,c,1,m,1
60.0,63.0,c,5/5,D7,0
63.0,66.0,c,1,m,1
66.0,68.0,c,7/5,d7,2
68.0,69.0,c,5/6,D7,0
69.0,71.0,c,6,M,0
71.0,72.0,c,4,m,1
72.0,74.5,c,5,D7,0
74.5,77.0,c,4,m,1
77.0,77.5,c,7,d7,3
77.5,78.0,c,4,m,1
78.0,80.0,c,7,d7,3
80.0,81.0,E-,5,D7,3
81.0,83.0,E-,1,M,1
83.0,84.0,E-,4,M,0
84.0,85.0,E-,5,D7,1
85.0,86.5,E-,1,M,0
86.5,87.0,E-,5/4,D7,0
87.0,88.5,E-,4,M,0
88.5,89.0,E-,2,m7,0
89.0,90.0,E-,5,D7,0
90.0,92.0,E-,1,M,0
92.0,92.5,E-,7,d,1
92.5,93.0,E-,7/5,d7,2
93.0,96.0,E-,5,M,1
96.0,98.0,E-,4,M,1
98.0,98.5,E-,5,M,1
98.5,99.0,E-,5,D7,1
99.0,100.0,E-,1,M,0
100.0,101.0,E-,5,D7,2
101.0,102.0,E-,5,+7,2
102.0,103.0,E-,1,M,1
103.0,104.0,E-,2,m7,1
104.0,105.0,E-,5,D7,0
105.0,111.0,E-,1,M,0
